STT;Function ID (*);Tàn CN;M? MÖn hçnh;Tàn mÖn hçnh/API;M? quy trçnh;Tàn quy trçnh;M? UC (*)
;DC1-XLDL-TTTN-KT&VLHC-TGPL-300;C?u hçnh x? l? lo?i b? ho?c thay th? gi† tr? ngo?i l? v? Thìng tin v?n b?n c? ng??i th?c hi?n tr? gi£p ph†p l?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC300-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC300
;DC1-XLDL-TTTN-KT&VLHC-TGPL-301;C?u hçnh ki?m tra ??i s†nh t?n t?i d?a tràn tr??ng kh¢a c?a Thìng tin v?n b?n c? ng??i th?c hi?n tr? gi£p ph†p l?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC301-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC301
;DC1-XLDL-TTTN-KT&VLHC-TGPL-301;C?u hçnh x? l? tróng l?p v? Thìng tin v?n b?n c? ng??i th?c hi?n tr? gi£p ph†p l?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC301-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC301
;DC1-XLDL-TTTN-KT&VLHC-TGPL-301;C?u hçnh x? l? vi ph?m v? rÖng bu?c thu?c t°nh tham chi?u Thìng tin v?n b?n c? ng??i th?c hi?n tr? gi£p ph†p l?. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC301-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC301
;DC1-XLDL-TTTN-KT&VLHC-TGPL-302;C?u hçnh ki?m tra quy t?c bi?n ??i ??nh d?ng;DC1-UC302-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC302
;DC1-XLDL-TTTN-KT&VLHC-TGPL-302;C?u hçnh bi?n ??i g?p ho?c t†ch c?t;DC1-UC302-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC302
;DC1-XLDL-TTTN-KT&VLHC-TGPL-302;C?u hçnh phÉn lo?i, g?n nh?n;DC1-UC302-MH4;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC302
;DC1-XLDL-TTTN-KT&VLHC-TGPL-303;C?u hçnh ki?m tra quy t?c v? chu?n ??nh d?ng Trung tÉm TGPL nhÖ n??c. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC303-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC303
;DC1-XLDL-TTTN-KT&VLHC-TGPL-303;C?u hçnh ki?m tra t°nh h?p l? v? Trung tÉm TGPL nhÖ n??c. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC303-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC303
;DC1-XLDL-TTTN-KT&VLHC-TGPL-303;C?u hçnh x? l? gi† tr? thi?u v? Trung tÉm TGPL nhÖ n??c. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC303-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC303
;DC1-XLDL-TTTN-KT&VLHC-TGPL-303;C?u hçnh x? l? lo?i b? ho?c thay th? gi† tr? ngo?i l? v? Trung tÉm TGPL nhÖ n??c. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC303-MH4;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC303
;DC1-XLDL-TTTN-KT&VLHC-TGPL-304;C?u hçnh ki?m tra ??i s†nh t?n t?i d?a tràn tr??ng kh¢a c?a Trung tÉm TGPL nhÖ n??c. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC304-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC304
;DC1-XLDL-TTTN-KT&VLHC-TGPL-304;C?u hçnh x? l? tróng l?p v? Trung tÉm TGPL nhÖ n??c. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC304-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC304
;DC1-XLDL-TTTN-KT&VLHC-TGPL-304;C?u hçnh x? l? vi ph?m v? rÖng bu?c thu?c t°nh tham chi?u Trung tÉm TGPL nhÖ n??c. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC304-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC304
;DC1-XLDL-TTTN-KT&VLHC-TGPL-305;C?u hçnh ki?m tra quy t?c bi?n ??i ??nh d?ng;DC1-UC305-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC305
;DC1-XLDL-TTTN-KT&VLHC-TGPL-305;C?u hçnh bi?n ??i g?p ho?c t†ch c?t;DC1-UC305-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC305
;DC1-XLDL-TTTN-KT&VLHC-TGPL-305;C?u hçnh phÉn lo?i, g?n nh?n;DC1-UC305-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC305
;DC1-XLDL-TTTN-KT&VLHC-TGPL-306;C?u hçnh ki?m tra quy t?c v? chu?n ??nh d?ng Chi nh†nh TGPL. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC306-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC306
;DC1-XLDL-TTTN-KT&VLHC-TGPL-306;C?u hçnh ki?m tra t°nh h?p l? v? Chi nh†nh TGPL. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC306-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC306
;DC1-XLDL-TTTN-KT&VLHC-TGPL-306;C?u hçnh x? l? gi† tr? thi?u v? Chi nh†nh TGPL. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC306-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC306
;DC1-XLDL-TTTN-KT&VLHC-TGPL-306;C?u hçnh x? l? lo?i b? ho?c thay th? gi† tr? ngo?i l? v? Chi nh†nh TGPL. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC306-MH4;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC306
;DC1-XLDL-TTTN-KT&VLHC-TGPL-307;C?u hçnh ki?m tra ??i s†nh t?n t?i d?a tràn tr??ng kh¢a c?a Chi nh†nh TGPL. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC307-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC307
;DC1-XLDL-TTTN-KT&VLHC-TGPL-307;C?u hçnh x? l? tróng l?p v? Chi nh†nh TGPL. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC307-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC307
;DC1-XLDL-TTTN-KT&VLHC-TGPL-307;C?u hçnh x? l? vi ph?m v? rÖng bu?c thu?c t°nh tham chi?u Chi nh†nh TGPL. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC307-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC307
;DC1-XLDL-TTTN-KT&VLHC-TGPL-308;C?u hçnh ki?m tra quy t?c bi?n ??i ??nh d?ng;DC1-UC308-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC308
;DC1-XLDL-TTTN-KT&VLHC-TGPL-308;C?u hçnh bi?n ??i g?p ho?c t†ch c?t;DC1-UC308-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC308
;DC1-XLDL-TTTN-KT&VLHC-TGPL-308;C?u hçnh phÉn lo?i, g?n nh?n;DC1-UC308-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC308
;DC1-XLDL-TTTN-KT&VLHC-TGPL-309;C?u hçnh ki?m tra quy t?c v? chu?n ??nh d?ng Ng??i th?c hi?n TGPL. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC309-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC309
;DC1-XLDL-TTTN-KT&VLHC-TGPL-309;C?u hçnh ki?m tra t°nh h?p l? v? Ng??i th?c hi?n TGPL. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC309-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC309
;DC1-XLDL-TTTN-KT&VLHC-TGPL-309;C?u hçnh x? l? gi† tr? thi?u v? Ng??i th?c hi?n TGPL. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC309-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC309
;DC1-XLDL-TTTN-KT&VLHC-TGPL-309;C?u hçnh x? l? lo?i b? ho?c thay th? gi† tr? ngo?i l? v? Ng??i th?c hi?n TGPL. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC309-MH4;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC309
;DC1-XLDL-TTTN-KT&VLHC-TGPL-310;C?u hçnh ki?m tra ??i s†nh t?n t?i d?a tràn tr??ng kh¢a c?a Ng??i th?c hi?n TGPL. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC310-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC310
;DC1-XLDL-TTTN-KT&VLHC-TGPL-310;C?u hçnh x? l? tróng l?p v? Ng??i th?c hi?n TGPL. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC310-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC310
;DC1-XLDL-TTTN-KT&VLHC-TGPL-310;C?u hçnh x? l? vi ph?m v? rÖng bu?c thu?c t°nh tham chi?u Ng??i th?c hi?n TGPL. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC310-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC310
;DC1-XLDL-TTTN-KT&VLHC-TGPL-311;C?u hçnh ki?m tra quy t?c bi?n ??i ??nh d?ng;DC1-UC311-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC311
;DC1-XLDL-TTTN-KT&VLHC-TGPL-311;C?u hçnh bi?n ??i g?p ho?c t†ch c?t;DC1-UC311-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC311
;DC1-XLDL-TTTN-KT&VLHC-TGPL-311;C?u hçnh phÉn lo?i, g?n nh?n;DC1-UC311-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC311
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-312;C?u hçnh ki?m tra quy t?c v? chu?n ??nh d?ng B†o c†o viàn ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC312-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC312
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-312;C?u hçnh ki?m tra t°nh h?p l? v? B†o c†o viàn ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC312-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC312
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-312;C?u hçnh x? l? gi† tr? thi?u v? B†o c†o viàn ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC312-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC312
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-312;C?u hçnh x? l? lo?i b? ho?c thay th? gi† tr? ngo?i l? v? B†o c†o viàn ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC312-MH4;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC312
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-313;C?u hçnh ki?m tra ??i s†nh t?n t?i d?a tràn tr??ng kh¢a c?a B†o c†o viàn ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC313-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC313
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-313;C?u hçnh x? l? tróng l?p v? B†o c†o viàn ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC313-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC313
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-313;C?u hçnh x? l? vi ph?m v? rÖng bu?c thu?c t°nh tham chi?u B†o c†o viàn ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC313-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC313
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-314;C?u hçnh ki?m tra quy t?c bi?n ??i ??nh d?ng;DC1-UC314-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC314
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-314;C?u hçnh bi?n ??i g?p ho?c t†ch c?t;DC1-UC314-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC314
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-314;C?u hçnh phÉn lo?i, g?n nh?n;DC1-UC314-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC314
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-315;C?u hçnh ki?m tra quy t?c v? chu?n ??nh d?ng Tuyàn truy?n viàn ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC315-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC315
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-315;C?u hçnh ki?m tra t°nh h?p l? v? Tuyàn truy?n viàn ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC315-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC315
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-315;C?u hçnh x? l? gi† tr? thi?u v? Tuyàn truy?n viàn ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC315-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC315
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-315;C?u hçnh x? l? lo?i b? ho?c thay th? gi† tr? ngo?i l? v? Tuyàn truy?n viàn ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC315-MH4;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC315
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-316;C?u hçnh ki?m tra ??i s†nh t?n t?i d?a tràn tr??ng kh¢a c?a Tuyàn truy?n viàn ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC316-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC316
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-316;C?u hçnh x? l? tróng l?p v? Tuyàn truy?n viàn ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC316-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC316
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-316;C?u hçnh x? l? vi ph?m v? rÖng bu?c thu?c t°nh tham chi?u Tuyàn truy?n viàn ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC316-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC316
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-317;C?u hçnh ki?m tra quy t?c bi?n ??i ??nh d?ng;DC1-UC317-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC317
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-317;C?u hçnh bi?n ??i g?p ho?c t†ch c?t;DC1-UC317-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC317
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-317;C?u hçnh phÉn lo?i, g?n nh?n;DC1-UC317-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC317
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-318;C?u hçnh ki?m tra quy t?c v? chu?n ??nh d?ng Ch??ng trçnh, k? ho?ch v? ph? bi?n, gi†o d?c ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC318-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC318
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-318;C?u hçnh ki?m tra t°nh h?p l? v? Ch??ng trçnh, k? ho?ch v? ph? bi?n, gi†o d?c ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC318-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC318
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-318;C?u hçnh x? l? gi† tr? thi?u v? Ch??ng trçnh, k? ho?ch v? ph? bi?n, gi†o d?c ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC318-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC318
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-318;C?u hçnh x? l? lo?i b? ho?c thay th? gi† tr? ngo?i l? v? Ch??ng trçnh, k? ho?ch v? ph? bi?n, gi†o d?c ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC318-MH4;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC318
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-319;C?u hçnh ki?m tra ??i s†nh t?n t?i d?a tràn tr??ng kh¢a c?a Ch??ng trçnh, k? ho?ch v? ph? bi?n, gi†o d?c ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC319-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC319
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-319;C?u hçnh x? l? tróng l?p v? Ch??ng trçnh, k? ho?ch v? ph? bi?n, gi†o d?c ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC319-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC319
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-319;C?u hçnh x? l? vi ph?m v? rÖng bu?c thu?c t°nh tham chi?u Ch??ng trçnh, k? ho?ch v? ph? bi?n, gi†o d?c ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC319-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC319
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-320;C?u hçnh ki?m tra quy t?c bi?n ??i ??nh d?ng;DC1-UC320-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC320
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-320;C?u hçnh bi?n ??i g?p ho?c t†ch c?t;DC1-UC320-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC320
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-320;C?u hçnh phÉn lo?i, g?n nh?n;DC1-UC320-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC320
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-321;C?u hçnh ki?m tra quy t?c v? chu?n ??nh d?ng H?i ??ng ph?i h?p ph? bi?n, gi†o d?c ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC321-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC321
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-321;C?u hçnh ki?m tra t°nh h?p l? v? H?i ??ng ph?i h?p ph? bi?n, gi†o d?c ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC321-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC321
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-321;C?u hçnh x? l? gi† tr? thi?u v? H?i ??ng ph?i h?p ph? bi?n, gi†o d?c ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC321-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC321
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-321;C?u hçnh x? l? lo?i b? ho?c thay th? gi† tr? ngo?i l? v? H?i ??ng ph?i h?p ph? bi?n, gi†o d?c ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC321-MH4;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC321
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-322;C?u hçnh ki?m tra ??i s†nh t?n t?i d?a tràn tr??ng kh¢a c?a H?i ??ng ph?i h?p ph? bi?n, gi†o d?c ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC322-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC322
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-322;C?u hçnh x? l? tróng l?p v? H?i ??ng ph?i h?p ph? bi?n, gi†o d?c ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC322-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC322
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-322;C?u hçnh x? l? vi ph?m v? rÖng bu?c thu?c t°nh tham chi?u H?i ??ng ph?i h?p ph? bi?n, gi†o d?c ph†p lu?t. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC322-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC322
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-323;C?u hçnh ki?m tra quy t?c bi?n ??i ??nh d?ng;DC1-UC323-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC323
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-323;C?u hçnh bi?n ??i g?p ho?c t†ch c?t;DC1-UC323-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC323
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-323;C?u hçnh phÉn lo?i, g?n nh?n;DC1-UC323-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC323
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-324;C?u hçnh ki?m tra quy t?c v? chu?n ??nh d?ng ?? †n. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC324-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC324
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-324;C?u hçnh ki?m tra t°nh h?p l? v? ?? †n. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC324-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC324
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-324;C?u hçnh x? l? gi† tr? thi?u v? ?? †n. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC324-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC324
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-324;C?u hçnh x? l? lo?i b? ho?c thay th? gi† tr? ngo?i l? v? ?? †n. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC324-MH4;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC324
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-325;C?u hçnh ki?m tra ??i s†nh t?n t?i d?a tràn tr??ng kh¢a c?a ?? †n. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC325-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC325
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-325;C?u hçnh x? l? tróng l?p v? ?? †n. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC325-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC325
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-325;C?u hçnh x? l? vi ph?m v? rÖng bu?c thu?c t°nh tham chi?u ?? †n. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC325-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC325
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-326;C?u hçnh ki?m tra quy t?c bi?n ??i ??nh d?ng;DC1-UC326-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC326
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-326;C?u hçnh bi?n ??i g?p ho?c t†ch c?t;DC1-UC326-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC326
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-326;C?u hçnh phÉn lo?i, g?n nh?n;DC1-UC326-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC326
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-327;C?u hçnh ki?m tra quy t?c v? chu?n ??nh d?ng H?i ngh? t?p hu?n. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC327-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC327
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-327;C?u hçnh ki?m tra t°nh h?p l? v? H?i ngh? t?p hu?n. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC327-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC327
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-327;C?u hçnh x? l? gi† tr? thi?u v? H?i ngh? t?p hu?n. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC327-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC327
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-327;C?u hçnh x? l? lo?i b? ho?c thay th? gi† tr? ngo?i l? v? H?i ngh? t?p hu?n. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC327-MH4;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC327
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-328;C?u hçnh ki?m tra ??i s†nh t?n t?i d?a tràn tr??ng kh¢a c?a H?i ngh? t?p hu?n. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC328-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC328
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-328;C?u hçnh x? l? tróng l?p v? H?i ngh? t?p hu?n. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC328-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC328
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-328;C?u hçnh x? l? vi ph?m v? rÖng bu?c thu?c t°nh tham chi?u H?i ngh? t?p hu?n. H? th?ng ghi nh?n quy t?c ???c thi?t l?p.;DC1-UC328-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC328
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-329;C?u hçnh ki?m tra quy t?c bi?n ??i ??nh d?ng;DC1-UC329-MH1;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC329
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-329;C?u hçnh bi?n ??i g?p ho?c t†ch c?t;DC1-UC329-MH2;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC329
;DC1-XLDL-TTTN-KT&VLHC-PL&HG-329;C?u hçnh phÉn lo?i, g?n nh?n;DC1-UC329-MH3;C?u hçnh;DC1-XL;X? l? d? li?u;DC1-UC329
